Sl. No,Polling Station No,emaN Thozhilalarkal Katchi,Party Indiar Naam NTK,srotcelE Makkal Amma S AMMK,OT Needhi Kazagam Makkal MNM,EHT MNM,EVITALSIGEL rudnehcuriT... IND,R IND,IND,.... P.S.J IND,IND,IND,S IND,Total Valid Votes,Rejected Votes,NOTA,Total Votes,Tendered Votes
192,147,192,86,73,0,0,8,2,1,1,0,0,1,1,0,2,367,0,0,367,0
193,147(A),291,100,49,0,1,8,3,1,2,0,1,0,0,2,1,459,0,6,465,0
194,148,136,167,59,0,1,5,4,0,0,0,1,0,2,0,0,375,0,3,378,0
195,148(A),153,190,42,0,0,2,2,1,0,0,0,0,1,0,0,391,0,2,393,0
196,149,152,239,35,0,0,1,7,0,0,0,1,0,6,0,1,442,0,2,444,0
197,150,256,436,30,1,1,13,8,0,0,0,0,2,0,0,0,747,0,8,755,0
198,151,146,230,21,1,0,3,3,0,0,0,0,1,2,0,0,407,0,1,408,0
199,152,247,311,36,0,1,24,10,0,1,0,0,0,2,1,1,634,0,3,637,0
200,153,320,269,43,0,1,28,8,0,0,0,1,0,2,0,1,673,0,6,679,0
201,154,193,351,26,0,0,15,7,0,0,0,5,1,1,2,0,601,0,7,608,0
202,155,277,281,80,0,1,6,10,0,0,1,0,0,0,0,0,656,0,5,661,0
203,156,225,188,41,0,2,5,5,0,0,0,0,1,0,0,1,468,0,4,472,0
204,157,234,235,41,0,1,10,3,0,0,1,0,1,1,0,1,528,0,7,535,0
205,158,298,96,19,0,0,11,0,0,0,0,0,0,0,0,0,424,0,1,425,0
206,159,216,291,49,0,0,13,3,0,0,0,0,0,0,0,2,574,0,3,577,0
207,160,214,358,48,0,0,20,13,0,0,0,1,0,1,0,2,657,0,12,669,0
208,161,441,210,54,0,1,12,4,0,0,0,0,1,11,0,1,735,0,5,740,0
209,162,485,155,37,0,3,17,6,0,0,0,0,0,1,0,0,704,0,4,708,0
210,163,428,155,18,0,0,11,8,0,0,0,0,0,1,0,0,621,0,7,628,0
211,164,238,267,53,0,0,4,5,0,0,0,0,0,0,0,0,567,0,0,567,0
212,165,202,233,52,0,2,2,3,1,0,0,0,2,0,0,2,499,0,3,502,0
213,166,444,78,27,0,0,11,2,0,0,0,0,0,13,0,0,575,0,6,581,0
214,167,421,120,22,0,1,20,2,1,0,0,0,0,11,0,0,598,0,5,603,0
215,168,240,240,66,0,0,17,13,2,0,1,0,0,0,0,1,580,0,3,583,0
